id,Price_Prediction
300200,76.801155
300201,88.25141
300202,104.09775
300203,77.9872
300204,74.77932
300205,73.11756
300206,86.465576
300207,69.53949
300208,71.29979
300209,95.06219
300210,78.03369
300211,83.91593
300212,78.43142
300213,80.34137
300214,84.69914
300215,58.03543
300216,81.09217
300217,80.43335
300218,80.085464
300219,86.17664
300220,83.52459
300221,69.76156
300222,80.67749
300223,82.296394
300224,81.28896
300225,81.974205
300226,70.1261
300227,95.2441
300228,85.93867
300229,76.657135
300230,64.218124
300231,86.96189
300232,83.20674
300233,90.55263
300234,85.6801
300235,92.81788
300236,79.958694
300237,73.963776
300238,94.7324
300239,60.630474
300240,90.893364
300241,84.33164
300242,99.49743
300243,67.41475
300244,86.981384
300245,112.0303
300246,83.937675
300247,81.87348
300248,90.785355
300249,100.92926
300250,81.205826
300251,78.09103
300252,92.21679
300253,85.015366
300254,76.67878
300255,82.46776
300256,97.81454
300257,89.37049
300258,68.57617
300259,72.369675
300260,91.060265
300261,77.71023
300262,84.54358
300263,86.18793
300264,93.10852
300265,79.08001
300266,93.66774
300267,86.33187
300268,74.64503
300269,93.6992
300270,86.229935
300271,89.83493
300272,80.83623
300273,71.4435
300274,84.90904
300275,81.58223
300276,78.63536
300277,90.33344
300278,83.6844
300279,71.34703
300280,79.806725
300281,62.11593
300282,111.83077
300283,62.742027
300284,86.72838
300285,69.22287
300286,89.06447
300287,84.18553
300288,88.041466
300289,78.438576
300290,92.54729
300291,77.237724
300292,89.631454
300293,82.51298
300294,72.27277
300295,87.49164
300296,111.06344
300297,97.49242
300298,75.73172
300299,89.489456
300300,85.79858
300301,81.361115
300302,62.34052
300303,103.3328
300304,98.38451
300305,69.13809
300306,93.4442
300307,74.46482
300308,88.38267
300309,100.48845
300310,83.949356
300311,87.430565
300312,64.34981
300313,74.36601
300314,83.61211
300315,87.70893
300316,78.63741
300317,97.40911
300318,77.68991
300319,84.632256
300320,88.61324
300321,90.60828
300322,70.341866
300323,64.36422
300324,74.96985
300325,63.05584
300326,78.05302
300327,84.779594
300328,85.82527
300329,72.77619
300330,104.16655
300331,80.83359
300332,93.11515
300333,75.40223
300334,74.386536
300335,79.711136
300336,80.48322
300337,92.3732
300338,92.63747
300339,95.58361
300340,82.12874
300341,77.7771
300342,80.24835
300343,75.00721
300344,37.99972
300345,82.10021
300346,85.62276
300347,83.41768
300348,90.15171
300349,78.24989
300350,84.038124
300351,72.85596
300352,88.29642
300353,66.76118
300354,77.03284
300355,74.44054
300356,100.12229
300357,71.375755
300358,77.45325
300359,93.10345
300360,100.91017
300361,88.33391
300362,82.30361
300363,64.09837
300364,71.962
300365,78.61188
300366,84.708626
300367,81.44385
300368,88.16218
300369,87.833084
300370,89.394295
300371,94.88584
300372,76.97671
300373,77.91044
300374,73.86487
300375,68.92564
300376,91.111275
300377,82.583595
300378,88.07229
300379,86.668076
300380,90.43672
300381,50.373188
300382,85.36711
300383,79.73867
300384,85.13264
300385,80.54776
300386,95.56695
300387,76.484375
300388,98.74995
300389,84.429695
300390,87.63017
300391,91.83848
300392,76.29035
300393,83.05421
300394,84.33563
300395,76.4314
300396,86.317894
300397,69.41514
300398,76.26378
300399,79.425026
300400,74.41079
300401,98.45588
300402,107.65164
300403,100.48888
300404,70.16238
300405,50.4473
300406,84.346794
300407,82.71601
300408,84.82673
300409,89.985985
300410,85.28525
300411,84.62162
300412,68.895134
300413,93.87555
300414,74.27914
300415,88.483284
300416,95.23466
300417,91.151886
300418,85.62385
300419,73.030556
300420,68.037994
300421,84.05555
300422,78.50182
300423,80.95259
300424,45.89471
300425,72.78803
300426,84.944496
300427,91.73358
300428,97.8994
300429,78.69176
300430,71.51812
300431,86.347885
300432,84.0819
300433,85.41458
300434,90.96917
300435,86.09208
300436,85.649055
300437,87.31114
300438,91.803154
300439,90.46151
300440,93.468414
300441,82.28466
300442,76.28815
300443,81.165
300444,81.693924
300445,72.20448
300446,82.43982
300447,76.673386
300448,84.4088
300449,111.84827
300450,85.56993
300451,95.40481
300452,80.37354
300453,82.644295
300454,80.1845
300455,89.440186
300456,85.55988
300457,84.32587
300458,81.31065
300459,85.587616
300460,84.942
300461,79.86941
300462,97.74345
300463,78.60922
300464,84.784195
300465,82.61734
300466,91.12329
300467,72.834625
300468,86.23573
300469,78.759995
300470,109.92322
300471,71.152435
300472,101.645515
300473,101.22422
300474,87.37297
300475,83.29489
300476,100.99352
300477,83.74902
300478,81.10183
300479,79.45129
300480,65.619705
300481,93.86425
300482,86.43003
300483,65.73744
300484,90.05689
300485,98.31801
300486,79.98195
300487,98.93644
300488,84.43844
300489,81.74577
300490,83.69442
300491,72.67241
300492,73.45647
300493,94.034325
300494,78.02052
300495,82.26736
300496,79.66005
300497,70.84516
300498,80.81418
300499,79.507675
300500,81.0686
300501,82.212975
300502,92.68135
300503,74.91757
300504,72.26112
300505,92.277214
300506,72.91802
300507,87.03951
300508,64.24288
300509,94.4981
300510,85.24492
300511,87.651726
300512,87.84837
300513,74.49705
300514,24.702393
300515,91.75322
300516,82.09744
300517,92.262886
300518,91.8836
300519,80.63256
300520,87.65249
300521,85.26908
300522,93.171364
300523,97.86316
300524,85.35814
300525,88.68866
300526,79.65472
300527,81.7514
300528,68.35123
300529,92.93863
300530,92.965965
300531,88.12739
300532,72.605736
300533,96.37912
300534,79.08881
300535,91.79226
300536,74.74022
300537,69.14107
300538,78.50645
300539,76.65207
300540,91.94988
300541,75.253914
300542,75.20119
300543,84.69892
300544,86.05922
300545,72.98932
300546,80.91898
300547,84.8425
300548,77.23591
300549,77.887115
300550,88.21384
300551,78.63681
300552,85.47983
300553,93.36447
300554,81.93505
300555,83.85671
300556,88.04644
300557,73.97217
300558,96.904015
300559,66.81169
300560,86.509514
300561,65.82159
300562,85.97969
300563,69.06571
300564,77.83895
300565,70.64465
300566,82.2682
300567,58.809288
300568,87.00755
300569,88.97365
300570,71.55919
300571,75.99142
300572,82.75246
300573,85.128296
300574,95.89418
300575,94.6967
300576,79.44024
300577,72.70277
300578,67.00922
300579,82.09505
300580,80.48426
300581,87.038445
300582,77.99952
300583,65.00266
300584,82.01249
300585,85.630775
300586,105.60154
300587,84.090195
300588,86.16492
300589,66.10857
300590,97.6899
300591,80.32343
300592,79.71775
300593,63.85056
300594,110.03896
300595,72.636635
300596,71.35292
300597,71.39993
300598,75.760185
300599,72.22445
300600,82.84478
300601,74.5982
300602,82.50409
300603,75.923256
300604,72.637695
300605,83.33897
300606,85.17467
300607,84.478455
300608,93.017685
300609,68.45933
300610,81.28115
300611,80.44604
300612,79.2436
300613,76.288956
300614,109.37841
300615,87.2816
300616,74.60862
300617,76.77503
300618,85.58777
300619,90.39227
300620,85.54395
300621,76.77033
300622,80.714806
300623,72.201706
300624,72.59892
300625,46.524895
300626,78.31968
300627,79.33702
300628,78.50414
300629,81.65603
300630,83.8175
300631,80.37493
300632,80.44093
300633,90.09321
300634,83.295746
300635,85.241295
300636,81.8279
300637,91.40621
300638,96.59012
300639,90.92536
300640,82.46415
300641,82.497856
300642,85.41579
300643,117.654434
300644,71.59163
300645,89.68348
300646,74.94413
300647,72.00248
300648,96.72429
300649,84.131454
300650,80.974266
300651,71.60072
300652,87.262276
300653,94.096596
300654,69.00617
300655,81.187416
300656,106.83654
300657,85.21671
300658,90.65206
300659,77.1446
300660,82.727
300661,79.52461
300662,76.95104
300663,75.818275
300664,67.88233
300665,96.76609
300666,85.18903
300667,84.49165
300668,87.05779
300669,89.71692
300670,73.0745
300671,81.56275
300672,81.78876
300673,89.857895
300674,84.82729
300675,96.36847
300676,98.95108
300677,69.81491
300678,91.13452
300679,64.47676
300680,82.112785
300681,79.22101
300682,91.323814
300683,90.44337
300684,90.61198
300685,79.9765
300686,100.29092
300687,86.701164
300688,85.44615
300689,89.49665
300690,80.54079
300691,67.7287
300692,80.70114
300693,77.23658
300694,87.447754
300695,78.226135
300696,80.68615
300697,88.92041
300698,72.95131
300699,87.08288
300700,87.03697
300701,63.676674
300702,73.9215
300703,78.10648
300704,99.29604
300705,82.70812
300706,90.6064
300707,92.33456
300708,92.880455
300709,97.141716
300710,77.70376
300711,90.36412
300712,73.38139
300713,66.622025
300714,78.531105
300715,86.75312
300716,91.74573
300717,80.19436
300718,85.061424
300719,64.63076
300720,61.55955
300721,87.20393
300722,78.90555
300723,74.65969
300724,94.20576
300725,92.503426
300726,85.27163
300727,81.92134
300728,80.333496
300729,64.01859
300730,80.200554
300731,98.17095
300732,81.143936
300733,90.81094
300734,77.97492
300735,77.761314
300736,63.41674
300737,83.536316
300738,77.46886
300739,69.65441
300740,80.32305
300741,82.75812
300742,81.3499
300743,85.80697
300744,76.4234
300745,85.71532
300746,77.9242
300747,82.350624
300748,80.24589
300749,88.780396
300750,84.98199
300751,57.97968
300752,72.981514
300753,86.3375
300754,64.630516
300755,88.36164
300756,72.24263
300757,81.558014
300758,74.47468
300759,84.140434
300760,74.447495
300761,81.347374
300762,76.32284
300763,92.367325
300764,83.08227
300765,78.99946
300766,74.85364
300767,90.69179
300768,94.86069
300769,89.7257
300770,72.09498
300771,87.782036
300772,103.47749
300773,83.2734
300774,95.07464
300775,83.247505
300776,76.54571
300777,73.30651
300778,88.39615
300779,85.899536
300780,98.015144
300781,83.9673
300782,88.401
300783,85.31375
300784,85.03589
300785,90.90363
300786,88.61377
300787,77.13095
300788,72.55575
300789,72.96102
300790,82.36502
300791,55.826378
300792,87.54747
300793,68.14861
300794,77.46283
300795,87.84397
300796,75.671234
300797,89.752655
300798,71.668564
300799,77.76487
300800,69.86749
300801,84.9088
300802,77.761086
300803,79.48721
300804,115.82436
300805,89.475044
300806,80.06844
300807,80.807274
300808,92.984375
300809,98.38597
300810,89.15527
300811,69.05304
300812,92.12056
300813,82.930916
300814,62.43407
300815,90.0183
300816,77.899284
300817,74.38374
300818,87.07862
300819,79.648094
300820,84.72915
300821,93.14403
300822,80.03403
300823,74.77458
300824,66.57698
300825,79.57311
300826,72.71159
300827,89.215065
300828,75.14784
300829,77.116135
300830,95.26548
300831,86.13839
300832,78.469025
300833,90.435135
300834,86.13884
300835,61.630505
300836,88.32467
300837,92.46682
300838,73.11146
300839,83.29267
300840,81.65544
300841,55.03697
300842,90.73508
300843,74.744896
300844,83.541084
300845,95.22626
300846,47.064938
300847,74.677475
300848,84.41825
300849,69.41789
300850,58.515694
300851,71.26899
300852,86.08657
300853,86.07402
300854,72.07743
300855,72.97449
300856,91.55952
300857,71.82321
300858,75.35916
300859,79.69822
300860,112.18082
300861,91.69067
300862,65.6151
300863,79.44237
300864,85.33531
300865,94.62615
300866,86.311165
300867,71.57159
300868,78.88516
300869,85.48414
300870,80.83978
300871,77.80331
300872,75.93563
300873,89.668396
300874,100.31852
300875,70.006355
300876,94.777565
300877,89.03581
300878,81.23939
300879,70.01023
300880,88.691795
300881,71.64549
300882,96.04556
300883,80.18861
300884,80.617035
300885,113.71294
300886,76.78207
300887,92.60046
300888,89.96933
300889,93.38573
300890,80.885605
300891,101.73512
300892,77.30453
300893,79.591866
300894,107.865326
300895,74.72987
300896,71.22297
300897,87.9662
300898,82.59339
300899,72.345955
300900,86.140816
300901,99.72281
300902,85.95517
300903,80.891235
300904,62.52996
300905,86.69384
300906,82.32804
300907,84.491066
300908,65.259476
300909,84.60279
300910,71.25018
300911,76.72848
300912,85.724724
300913,77.32044
300914,80.45383
300915,81.668785
300916,101.461205
300917,74.621254
300918,75.76993
300919,80.12636
300920,83.1812
300921,84.1023
300922,88.83295
300923,93.55182
300924,71.65027
300925,96.4654
300926,88.564156
300927,81.75528
300928,84.236206
300929,82.10399
300930,72.51611
300931,86.54869
300932,83.18848
300933,84.30491
300934,74.03136
300935,79.556725
300936,86.91146
300937,87.836075
300938,90.42059
300939,87.968834
300940,81.47335
300941,85.25469
300942,88.18966
300943,94.29807
300944,81.39366
300945,84.6524
300946,80.82256
300947,87.31659
300948,80.61508
300949,83.26363
300950,84.69023
300951,86.68364
300952,86.51755
300953,81.96681
300954,74.91816
300955,86.41397
300956,105.77968
300957,59.676514
300958,85.84033
300959,91.56999
300960,88.53569
300961,74.277954
300962,88.06579
300963,88.14581
300964,78.90606
300965,84.21198
300966,89.04175
300967,74.537636
300968,78.21868
300969,86.76032
300970,86.5412
300971,91.26277
300972,75.98131
300973,80.41596
300974,80.90476
300975,85.92214
300976,85.59779
300977,84.97873
300978,101.31305
300979,72.072685
300980,72.60548
300981,75.765015
300982,80.93238
300983,96.49128
300984,103.49451
300985,92.34056
300986,82.24823
300987,87.900826
300988,101.428986
300989,75.96012
300990,83.75339
300991,80.467995
300992,77.3325
300993,84.47092
300994,87.16703
300995,81.35739
300996,87.152916
300997,82.07699
300998,88.220215
300999,103.27504
301000,81.11486
301001,84.56251
301002,68.46773
301003,78.67326
301004,85.434006
301005,73.39496
301006,106.661285
301007,76.662735
301008,96.94193
301009,74.23399
301010,88.60983
301011,81.43534
301012,86.70755
301013,93.98091
301014,71.53972
301015,75.25403
301016,86.9282
301017,68.427635
301018,88.13862
301019,70.334145
301020,99.704895
301021,84.970055
301022,88.05709
301023,93.24767
301024,80.51364
301025,83.95508
301026,82.72569
301027,78.449776
301028,83.25215
301029,85.615814
301030,85.74498
301031,78.668686
301032,82.732796
301033,80.45725
301034,78.24378
301035,87.978645
301036,74.2758
301037,94.62447
301038,85.64954
301039,81.50741
301040,76.99043
301041,89.62808
301042,79.37558
301043,96.92821
301044,73.75145
301045,93.092834
301046,82.93972
301047,74.44735
301048,74.80642
301049,92.12171
301050,100.41398
301051,84.191536
301052,54.89136
301053,81.03857
301054,83.887436
301055,84.52063
301056,77.63523
301057,95.26422
301058,72.09146
301059,85.08818
301060,85.92424
301061,72.96172
301062,74.17388
301063,78.70191
301064,68.49504
301065,82.830864
301066,75.56623
301067,76.59015
301068,72.07516
301069,88.73725
301070,71.1936
301071,77.78289
301072,93.93883
301073,85.699715
301074,86.61368
301075,77.2024
301076,87.831474
301077,71.20966
301078,74.99873
301079,89.32131
301080,92.69992
301081,79.80298
301082,69.88027
301083,79.17859
301084,88.94734
301085,87.0462
301086,86.39219
301087,72.35566
301088,64.316444
301089,79.18346
301090,81.41005
301091,84.5364
301092,72.08235
301093,77.97328
301094,77.90742
301095,69.81056
301096,83.99093
301097,86.1672
301098,90.538826
301099,55.95314
301100,91.86059
301101,98.36964
301102,80.17193
301103,79.00351
301104,73.33931
301105,85.56138
301106,91.8286
301107,85.27083
301108,75.51748
301109,88.66739
301110,68.69352
301111,86.691536
301112,73.84772
301113,82.82524
301114,75.966675
301115,66.83146
301116,80.36901
301117,90.55545
301118,87.638336
301119,66.829475
301120,77.461205
301121,76.07392
301122,78.66361
301123,97.331
301124,108.246544
301125,76.376366
301126,67.857285
301127,65.31871
301128,84.75462
301129,81.381676
301130,77.375946
301131,76.14765
301132,67.95042
301133,86.57634
301134,82.71763
301135,84.49809
301136,81.383736
301137,76.78614
301138,79.453445
301139,85.13085
301140,53.024593
301141,91.06756
301142,43.458214
301143,131.60635
301144,97.60883
301145,82.08047
301146,90.98165
301147,70.82429
301148,80.546265
301149,86.08457
301150,73.30479
301151,91.702866
301152,79.632324
301153,93.34634
301154,86.0311
301155,73.48065
301156,92.67289
301157,83.36642
301158,87.200066
301159,92.088554
301160,76.37578
301161,91.63688
301162,99.50602
301163,91.96444
301164,93.32953
301165,83.80934
301166,83.07006
301167,78.58139
301168,80.17653
301169,81.40081
301170,56.692783
301171,85.68631
301172,92.4717
301173,99.86878
301174,98.264854
301175,97.31648
301176,95.79863
301177,91.21938
301178,88.67384
301179,91.2631
301180,91.554634
301181,90.224174
301182,72.66034
301183,89.6909
301184,79.28417
301185,100.20795
301186,106.49231
301187,83.69402
301188,87.28161
301189,83.007385
301190,79.264694
301191,96.236534
301192,63.994343
301193,85.5072
301194,92.52618
301195,86.96967
301196,68.38851
301197,71.23011
301198,74.54127
301199,86.313416
301200,92.33986
301201,91.16356
301202,73.505974
301203,83.88876
301204,86.23508
301205,75.58894
301206,83.58666
301207,74.949554
301208,85.13053
301209,82.28586
301210,86.07746
301211,80.869545
301212,76.07523
301213,77.89005
301214,104.11353
301215,79.26153
301216,86.17761
301217,84.82521
301218,85.84848
301219,94.0354
301220,85.129814
301221,102.72386
301222,76.3989
301223,100.45035
301224,86.299614
301225,77.071815
301226,75.41937
301227,90.458725
301228,78.112976
301229,90.823044
301230,66.60416
301231,76.84036
301232,81.364334
301233,84.138214
301234,85.482765
301235,81.69365
301236,103.86867
301237,69.13568
301238,83.20331
301239,94.356125
301240,73.93691
301241,99.29895
301242,73.823105
301243,75.22069
301244,86.212715
301245,47.183994
301246,86.84835
301247,77.436134
301248,81.20514
301249,94.84932
301250,77.93378
301251,82.86209
301252,88.900604
301253,83.619415
301254,75.37975
301255,68.760544
301256,95.675575
301257,74.027176
301258,116.2886
301259,77.30136
301260,81.86097
301261,79.82656
301262,86.924446
301263,74.642685
301264,73.54788
301265,90.598785
301266,64.58427
301267,80.449486
301268,70.12751
301269,84.533134
301270,64.27983
301271,79.629196
301272,80.82542
301273,96.466644
301274,89.42872
301275,81.75257
301276,82.23063
301277,80.975006
301278,75.14793
301279,83.322815
301280,88.61292
301281,90.71323
301282,90.58217
301283,57.951805
301284,103.87255
301285,85.28572
301286,81.585976
301287,81.00049
301288,75.96139
301289,80.50167
301290,84.06625
301291,93.6493
301292,83.566315
301293,80.341225
301294,84.83754
301295,74.475296
301296,72.55874
301297,85.2402
301298,79.618416
301299,87.77675
301300,83.99043
301301,69.03123
301302,98.88399
301303,107.981735
301304,89.126915
301305,90.37102
301306,111.90035
301307,85.70834
301308,88.41559
301309,95.01602
301310,84.36304
301311,85.19503
301312,83.64669
301313,88.121056
301314,102.7414
301315,77.95988
301316,81.911064
301317,83.87239
301318,76.508934
301319,80.09096
301320,74.05949
301321,102.87662
301322,76.35315
301323,84.158844
301324,86.415184
301325,89.05327
301326,107.965576
301327,102.96847
301328,77.39673
301329,75.65048
301330,44.51666
301331,91.96334
301332,80.92533
301333,82.45426
301334,75.57707
301335,83.05152
301336,76.13631
301337,84.45122
301338,85.46791
301339,88.68147
301340,88.94449
301341,87.50533
301342,94.870445
301343,87.30116
301344,77.29418
301345,85.9371
301346,93.80436
301347,89.451454
301348,83.116196
301349,77.56179
301350,57.794384
301351,82.68304
301352,89.57181
301353,82.76427
301354,83.58901
301355,92.92659
301356,77.33822
301357,82.84092
301358,72.14881
301359,75.293686
301360,76.6041
301361,76.87088
301362,76.37253
301363,91.61061
301364,89.127426
301365,86.7224
301366,111.13923
301367,117.517555
301368,79.4649
301369,80.88427
301370,77.82023
301371,76.10157
301372,73.28655
301373,90.77309
301374,88.44739
301375,77.78485
301376,63.923656
301377,96.30642
301378,73.962006
301379,69.645706
301380,74.51902
301381,82.482216
301382,68.7812
301383,59.319096
301384,94.56121
301385,83.99122
301386,103.07351
301387,88.23639
301388,82.92899
301389,66.78778
301390,89.02885
301391,68.4892
301392,78.13475
301393,86.79227
301394,90.71638
301395,87.14292
301396,61.90913
301397,90.4655
301398,62.902863
301399,94.88794
301400,85.78141
301401,74.34686
301402,82.73656
301403,85.81754
301404,79.53286
301405,85.093506
301406,81.78539
301407,67.693115
301408,73.212814
301409,78.98919
301410,92.19759
301411,72.162994
301412,87.04257
301413,90.53715
301414,82.579285
301415,87.340096
301416,89.00272
301417,88.00115
301418,85.08143
301419,87.28275
301420,101.484406
301421,79.69501
301422,82.62624
301423,91.37145
301424,87.81591
301425,87.35451
301426,80.693665
301427,89.38658
301428,63.738327
301429,79.333725
301430,73.73485
301431,84.847946
301432,81.26745
301433,77.12435
301434,88.859886
301435,83.525444
301436,97.5755
301437,71.551895
301438,90.339386
301439,83.654076
301440,77.93483
301441,80.52019
301442,75.54178
301443,71.76964
301444,84.56757
301445,103.900826
301446,81.85916
301447,90.57655
301448,87.17596
301449,83.828316
301450,64.045425
301451,84.0427
301452,74.054214
301453,81.45778
301454,85.47162
301455,81.37781
301456,82.0207
301457,78.04218
301458,86.592125
301459,89.810616
301460,73.68042
301461,78.1393
301462,86.00768
301463,81.247734
301464,86.12252
301465,74.17579
301466,81.54121
301467,83.0513
301468,72.98986
301469,86.166855
301470,87.9625
301471,79.19193
301472,81.20661
301473,68.04397
301474,90.45897
301475,84.9716
301476,88.39644
301477,92.25086
301478,85.75486
301479,83.88315
301480,108.60056
301481,111.95482
301482,86.52427
301483,93.614494
301484,92.48998
301485,70.17882
301486,96.37659
301487,79.56168
301488,89.65882
301489,89.99131
301490,87.054405
301491,81.80108
301492,97.21326
301493,79.15821
301494,76.82617
301495,135.32346
301496,83.36894
301497,82.31539
301498,85.247894
301499,72.334145
301500,32.90587
301501,82.33026
301502,89.60576
301503,78.0486
301504,84.63472
301505,87.42395
301506,85.94809
301507,78.18472
301508,87.50713
301509,99.85942
301510,81.578766
301511,83.445595
301512,79.60135
301513,71.92063
301514,83.14271
301515,88.89977
301516,94.041626
301517,86.169395
301518,81.93565
301519,78.46248
301520,87.55696
301521,75.6018
301522,78.2302
301523,74.516884
301524,85.75258
301525,83.95827
301526,77.33995
301527,88.82607
301528,89.38425
301529,75.38508
301530,89.77144
301531,87.0657
301532,94.331436
301533,77.04902
301534,83.97068
301535,94.83185
301536,68.05736
301537,107.624084
301538,84.876854
301539,78.435356
301540,69.03967
301541,79.50068
301542,89.88149
301543,87.31567
301544,66.59915
301545,74.06246
301546,65.04241
301547,96.37747
301548,81.84496
301549,68.38902
301550,79.19158
301551,85.67488
301552,80.91008
301553,94.34065
301554,78.200516
301555,76.78499
301556,80.694374
301557,73.8767
301558,95.56283
301559,85.392365
301560,76.73669
301561,79.75207
301562,72.415596
301563,59.10236
301564,111.75823
301565,85.1866
301566,92.374435
301567,85.8233
301568,91.4589
301569,85.13203
301570,73.67391
301571,80.57215
301572,83.65358
301573,80.83116
301574,87.63325
301575,87.242165
301576,79.69989
301577,83.889534
301578,76.34263
301579,82.67782
301580,70.13434
301581,104.65419
301582,98.93129
301583,80.72128
301584,92.217186
301585,84.4612
301586,78.62991
301587,91.10236
301588,58.743702
301589,95.32191
301590,87.35897
301591,93.43269
301592,96.87162
301593,88.29251
301594,101.90069
301595,79.98995
301596,94.49756
301597,97.536514
301598,83.88104
301599,90.20288
301600,54.56222
301601,88.602234
301602,97.01136
301603,74.95195
301604,95.24854
301605,88.76911
301606,87.70079
301607,75.15165
301608,97.31021
301609,86.12043
301610,104.79856
301611,69.94104
301612,82.73756
301613,71.512245
301614,81.54084
301615,88.47405
301616,82.891754
301617,100.723785
301618,75.81859
301619,101.39325
301620,107.02466
301621,81.386826
301622,85.673676
301623,95.05014
301624,68.02926
301625,69.62545
301626,78.08326
301627,83.40434
301628,76.845695
301629,87.98993
301630,75.72879
301631,83.610596
301632,84.25968
301633,68.50719
301634,74.452965
301635,90.44411
301636,90.02128
301637,79.957184
301638,78.764336
301639,86.74216
301640,67.33612
301641,105.47487
301642,77.58827
301643,88.369316
301644,86.51554
301645,76.37047
301646,85.266014
301647,79.4463
301648,100.498825
301649,83.74778
301650,62.928043
301651,84.074554
301652,68.46438
301653,84.15718
301654,69.97321
301655,102.38347
301656,78.96381
301657,83.12457
301658,78.41545
301659,79.83614
301660,97.71212
301661,105.36232
301662,92.75425
301663,77.374565
301664,86.17298
301665,79.9351
301666,74.9289
301667,74.5575
301668,89.50044
301669,59.43481
301670,94.25077
301671,81.52547
301672,90.932014
301673,84.92105
301674,91.28849
301675,97.44707
301676,88.15866
301677,83.4242
301678,76.247025
301679,94.05721
301680,80.94111
301681,85.238556
301682,69.314896
301683,113.0342
301684,73.83899
301685,81.82849
301686,100.640686
301687,86.19056
301688,70.27973
301689,85.63019
301690,85.718376
301691,84.10169
301692,94.87695
301693,80.08053
301694,95.0903
301695,79.43248
301696,70.82666
301697,83.7487
301698,89.389
301699,84.39703
301700,90.20391
301701,77.009186
301702,101.180534
301703,87.12658
301704,79.92425
301705,103.52038
301706,90.45527
301707,69.43515
301708,98.57736
301709,81.4208
301710,85.023994
301711,89.57561
301712,92.36718
301713,81.0556
301714,63.03823
301715,94.82451
301716,85.828384
301717,90.46733
301718,84.97531
301719,99.98876
301720,90.767395
301721,84.770226
301722,85.75306
301723,75.4495
301724,87.12319
301725,108.131966
301726,57.158733
301727,88.21585
301728,81.92982
301729,86.882545
301730,83.82557
301731,80.201385
301732,74.923195
301733,85.5391
301734,94.39544
301735,73.858765
301736,90.24636
301737,77.03162
301738,89.05181
301739,83.4061
301740,81.92679
301741,76.91364
301742,48.854412
301743,91.85237
301744,89.479416
301745,64.40711
301746,87.60522
301747,80.88876
